Prov,Code_Site,Site_name,District,OverallScore,Sub,Revenue,Revenue_Loss,Day_Down_hour,Night_Down_hour,AC_Power_Downtime_hour,Distance_KM,Access_Time_Minute,Backup_time_Minute,Lat,Long
ATP,ATP0040,ATP0040_MAIHINLAD,Sanamxai,5,4351,332460788.2,4263777.86,48.1,13.4,60.6,36,135,20,14.70412,106.497624
ATP,ATP0052,ATP0052_CHALERNXAY,Sanxai,5,647,112099747,4638370.405,122.6,208.5,273.6,87,120,25,15.16606,107.078664
ATP,ATP0055,ATP0055_KM100,Sanamxai,5,1525,217313822.7,10104052.21,190.6,146.6,77,100,120,40,14.7399,107.482
ATP,ATP0056,ATP0056_BORKHAMVANGTAD,Sanxai,5,6584,199314283.8,10145635.77,178,214.9,157.3,19,70,20,14.7399,107.482
ATP,ATP0069,ATP0069_NAMKONG_DAM1,Phouvong,6,2504,438782828.2,18912299.77,141.6,110.3,185.5,61,120,37,14.571393,106.740074
ATP,ATP0082,ATP0082_BORKHAMNAMSOUAN,Phouvong,5,2089,153007354.6,5224481.091,124.8,205,232.3,84,180,25,14.674324,107.33304
BLK,BLK0006,BLK0006_BOUAVENGKHAM,Pakxan,5,8809,575025121.5,7414152.065,44.2,58.2,93,18,60,20,18.435622,103.768888
BLK,BLK0012,BLK0012_HOUAYXAY,Pakxan,5,12147,574031169,5892399.099,40.8,34.8,75.6,30,60,10,18.3557,103.872
BLK,BLK0014,BLK0014_KHAMBONE,Pakxan,5,26300,716796614,19952912.23,82.7,74.5,133.2,25,60,60,18.494829,103.834672
BLK,BLK0018,BLK0018_NAHOI,Pakxan,5,39524,403753181.7,5192668.815,35.9,72.1,103.7,14,40,10,18.3648,103.757
BLK,BLK0019,BLK0019_NAMOUANG,Pakxan,5,6290,333812533.2,5608181.354,68.1,71,135.9,33,75,10,18.378512,103.879664
BLK,BLK0021,BLK0021_NONGBUA,Pakxan,5,16598,593578119.7,7120515.687,32.8,42,66.4,18,60,10,18.4465,103.784
BLK,BLK0029,BLK0029_PAXOUM,Pakxan,5,14425,431742073.3,6268870.574,49.3,50.5,99.5,10,35,60,18.4361,103.714
BLK,BLK0077,BLK0077_NONGPONG,Khamkeut,5,21159,573343303.6,11143216.02,37.4,64.1,94,2,30,10,18.1881,104.9672
BLK,BLK0086,BLK0086_PHONVILAI,Khamkeut,5,11883,944955046,6683279.95,26.7,12.9,33.5,25,60,10,18.07867,105.04306
BLK,BLK0093,BLK0093_THONGKHAE,khamkeut,5,11421,588828993.2,5946437.37,40.4,50.4,64.9,30,60,10,18.1509,105.114
BLK,BLK0100,BLK0100_HOUAYPHET,Pakkading,5,21969,304938483.7,5857531.321,106.1,26.2,87.6,106,150,10,18.109163,104.33727
BLK,BLK0101,BLK0101_KEANGLUANG,Pakkading,5,7172,242276421.1,4627735.625,96.5,82,87.2,100,150,10,18.12759,104.18673
BLK,BLK0104,BLK0104_LAOKHA,Pakkading,5,37363,337858637,4770373.316,47.7,61.9,99.7,50,90,10,18.301088,104.044726
BLK,BLK0106,BLK0106_NAMAY,Pakkading,5,5897,244410066,4833000.554,53.8,117.2,146.6,56,90,30,18.426387,103.8944
BLK,BLK0107,BLK0107_NAMDAUE,Pakkading,5,60981,732226344.9,14287660.58,51.3,36.4,74.1,64,100,20,18.234,104.188
BLK,BLK0109,BLK0109_NAMTHERN,Pakkading,6,14265,564921134.1,18729955.07,48.2,65.4,91.3,72,120,10,18.32762,104.142165
BLK,BLK0116,BLK0116_PAKKADINGMAI,Pakkading,6,63887,1278747444,25912875.61,32.8,37.7,53.3,62,100,30,18.301109,104.10046
BLK,BLK0127,BLK0127_THONGNAMEE,Pakkading,5,60297,1654913016,16356333.13,35,9.6,12.7,80,120,0,18.16844,104.23902
BLK,BLK0131,BLK0131_CHOMTHONG,Viengthong,6,13201,717760772.5,21476732.18,69.5,95.6,109.1,25,60,30,18.7055,104.262
BLK,BLK0132,BLK0132_HINNGON,Viengthong,5,14135,485073138.9,7646508.538,53.2,30.4,73,15,60,10,18.4059,104.484
BLK,BLK0135,BLK0135_M_XAICHAMPHONE,Xaichamphone,5,2098,307478085.6,5231534.242,150.2,177.8,56.6,188,270,10,18.577975,104.985867
BLK,BLK0136,BLK0136_MEUANGMEUAN,Viengthong,6,9101,464882990.8,19976375.35,118.2,79.6,183.2,35,75,10,18.702728,104.214672
BLK,BLK0137,BLK0137_MIXAI,Viengthong,6,6095,672328912.2,19686072.15,129.4,58.5,170,25,60,10,18.601234,104.44345
BLK,BLK0139,BLK0139_NAMKANG,Viengthong,5,14537,523904387,5243749.431,44.9,21,55.7,20,60,20,18.444084,104.493742
BLK,BLK0141,BLK0141_NAPHERN,Viengthong,6,2577,469495646.3,22450965.51,90.1,238.3,266.5,68,180,10,18.903801,104.224651
BLK,BLK0142,BLK0142_NONGPARD,Viengthong,5,5829,293809719.4,5095438.849,154.3,89.2,224.9,15,60,10,18.444429,104.522186
BLK,BLK0143,BLK0143_OUDOMXAI,Viengthong,5,2664,273796543.3,6205970.077,118.3,65.2,166.7,28,60,60,18.4165,104.544
BLK,BLK0145,BLK0145_PHONDOU,Viengthong,5,14698,487898690.5,4141765.829,58.8,29.2,83.1,10,35,40,18.572159,104.388019
BLK,BLK0147,BLK0147_THONGMEXAY,Viengthong,5,1449,198647793.1,8895820.902,691.6,617.3,1163.2,88,240,10,18.992086,104.271947
BLK,BLK0148,BLK0148_VANGHIN,Viengthong,5,8331,223825644,4157311.208,61.3,56,107.6,4,30,10,18.5306,104.469
BLK,BLK0148,BLK0148_VANGHIN_GU,Viengthong,5,8185,28700062.58,0,0,0,0,4,30,10,18.5306,104.469
BLK,BLK0149,BLK0149_XIENGLEU,Borikhan,6,9402,927123722.9,51617025.14,82.3,88.8,166.3,124,180,60,18.7063,104.011
BLK,BLK0150,BLK0150_MOUANGJAM,Xaichamphone,5,3647,577259001.2,43742910.27,139.2,189.3,25.9,162,240,30,18.6094,104.832
BLK,BLK0151,BLK0151_NAM_ON,Xaichamphone,5,3009,244689547.9,9884965.657,152.6,202.6,58.2,185,270,30,18.5807,104.993
BLK,BLK0152,BLK0152_PHONKHAM,Xaichamphone,6,1429,346441534.1,29702336.91,258.6,285.2,238.7,195,300,10,18.587429,105.016366
BLK,BLK0154,BLK0154_BANBOR,Borikhan,5,5693,414936966.4,6225627.907,90.7,75.9,160.9,75,120,10,18.74903,103.59415
BLK,BLK0155,BLK0155_BOLIKHAN,Borikhan,6,52828,1120755055,45914134.76,94.5,122,171.9,28,60,30,18.5719,103.736
BLK,BLK0156,BLK0156_BORKAO,Borikhan,5,3995,305042370.8,10206129.2,116.9,128.3,220.8,86,150,10,18.76965,103.55717
BLK,BLK0158,BLK0158_HADYEUN,Borikhan,5,3482,346530384.3,7752209.1,124.5,58.4,138.7,50,90,10,18.6585,103.577
BLK,BLK0159,BLK0159_HARDXIENGTOM,Borikhan,5,16942,418350232.1,5469975.204,63.5,28.2,79.1,25,60,20,18.557058,103.727146
BLK,BLK0160,BLK0160_HOUAYKHOUN,Borikhan,5,31295,766845768.5,11106321.71,54.1,13.9,67.6,18,60,10,18.49027,103.6555
BLK,BLK0163,BLK0163_KOKPHO,Borikhan,5,8673,278580357.5,7012816.685,109.4,146.8,245.2,96,180,10,18.7714,103.882
BLK,BLK0165,BLK0165_NAHAN,Borikhan,5,21983,466187731,5856914.508,73.7,29.4,92.8,25,60,30,18.561162,103.722361
BLK,BLK0166,BLK0166_NAKOUN,Pakxan,5,5655,230652441.9,7313857.93,139,197.9,288.4,100,150,10,18.395652,103.659991
BLK,BLK0168,BLK0168_NA_O,Borikhan,5,8897,378833931.3,7517478.735,109.3,52.1,151.6,50,90,60,18.521882,103.753413
BLK,BLK0170,BLK0170_PHADAI,Borikhan,5,3283,273774624.7,7028676.773,172.8,183,330.3,75,120,10,18.821808,103.67371
BLK,BLK0172,BLK0172_PHAMEUNG,Borikhan,6,27687,1263568240,26246151.99,74.4,60.4,131.4,53,90,10,18.743252,103.684613
BLK,BLK0174,BLK0174_THASI,Borikhan,5,37577,527786480.6,6494134.93,46.1,37.2,70.6,82,150,10,18.8449,103.813
BLK,BLK0175,BLK0175_THONGKHANKHAM,Borikhan,5,4002,196752951.2,4269373.713,110.4,151.1,237.4,50,90,240,18.523222,103.89046
BLK,BLK0177,BLK0177_XOMSUEN,Borikhan,5,37261,582461488.4,6061236.127,40,6.5,37.8,20,60,30,18.5012,103.6707
BLK,BLK0181,BLK0181_HOUAYSAYPHAY,Thaphabat,5,38621,563858537.8,8175604.31,75.4,28,91.7,80,120,0,18.2202,103.14
BLK,BLK0182,BLK0182_HOUYLEUK,Thaphabat,5,30268,318036755.7,4417580.951,49.6,64.5,107.8,66,100,30,18.3884,103.152
BLK,BLK0186,BLK0186_PALAI,Thaphabat,5,74081,539171441.4,4329335.616,31.2,22.1,51.4,62,100,0,18.3661,103.189
BLK,BLK0199,BLK0199_BORKHAMNAKADOK,Khamkeut,5,1862,440127078.2,10346695.9,50,121.2,140.7,42,90,10,18.122217,105.167584
BLK,BLK0209,BLK0209_SOPKHONE,Pakxan,6,2161,264894617.6,19400281.32,191.4,301.3,209.7,150,240,90,18.475123,103.70612
BOK,BOK0003,BOK0003_BANXANG,Houayxay,5,22050,243657567.8,6162717.031,59.6,127.1,166.9,50,120,30,20.48126,100.56034
BOK,BOK0004,BOK0004_BOKEO,Houayxay,5,25673,740861668.4,6360908.967,12.1,42.8,53.6,1,2,50,20.281354,100.416139
BOK,BOK0008,BOK0008_DONCHAI,Houayxay,5,21155,405742579.2,4344274.229,42.9,42.1,80.3,70,105,110,20.39904,100.82975
BOK,BOK0018,BOK0018_NALAE,Houayxay,6,35519,1232012597,22615946.52,32.6,37.6,66.3,16,25,20,20.27704,100.47896
BOK,BOK0024,BOK0024_NAMPOOK,Houayxay,5,11934,633527531.2,11308110.54,56.1,39.7,87.1,37,60,20,20.22267,100.5713
BOK,BOK0053,BOK0053_DONEKEO,Tonpheung,5,31490,645567746.6,12913064.5,42.7,67.6,110.3,15,20,20,20.33992,100.19299
BOK,BOK0058,BOK0058_HOMYENT,Tonpheung,5,5845,378226214.3,4030422.172,39.3,58.7,93.6,9,25,15,20.2542342,100.1371477
BOK,BOK0070,BOK0070_KHAIYTHAHAN,Tonpheung,5,45717,570727745.9,4350543.069,10.9,69.5,54.1,12,20,115,20.334136,100.120907
BOK,BOK0077,BOK0077_MYANMAR_VILLAGE,Tonpheung,5,91704,2355034467,51228163.02,15.2,18,26.2,10,20,190,20.34444,100.10063
BOK,BOK0078,BOK0078_NAMKEUNGKAO,Tonpheung,5,20371,498594553,6841915.764,34.5,85.4,88.1,43,10,180,20.4091,100.2601
BOK,BOK0094,BOK0094_SIBOONHOUENG,Tonpheung,5,48222,565177345,8674279.423,33.1,62.2,64.9,15,25,120,20.35942,100.08839
BOK,BOK0111,BOK0111_TONPHEUNG_POST,Tonpheung,5,35486,711292527.6,8949870.873,28.2,46,72.9,3,5,0,20.290752,100.098381
BOK,BOK0119,BOK0119_HOUANAMKHA,Meung,5,2659,299257423.8,8529815.904,81.8,157.1,169.1,85,180,530,20.62409,100.40393
BOK,BOK0122,BOK0122_MONLAEM,Meung,5,3619,338708006.8,12322860.39,150,118.1,262.9,120,230,15,20.78963,100.49579
BOK,BOK0130,BOK0130_JIENGTONG,Paktha,6,2408,647617040.8,20837284.29,122.5,68.5,128.5,93,210,180,19.79553,100.517
BOK,BOK0131,BOK0131_KONETUEN,Paktha,5,7371,289983782,5085454.609,84.8,33.9,117.1,72,160,70,19.81877,100.5772
BOK,BOK0143,BOK0143_PHOUTHO,Pha-Oudom,5,5668,352448136.5,6426381.883,56.2,64.5,77.4,93,180,194,20.04483,100.72205
BOK,BOK0148,BOK0148_KAENGPHAK,Paktha,5,6089,301509049,4564720.579,89.7,27.1,87.6,78,180,30,20.01462,100.58717
BOK,BOK0159,BOK0159_INDOOR_ITS_TAIYUAN_BUILDING_F10,Tonpheung,5,21685,550520283,5006517.751,73,12.7,81.3,10,20,600,20.339601,100.104994
CHP,CHP0088,CHP0088_KM45,Pakxong,5,27184,478858835,3960674.118,29.4,18.2,33.6,5,7,0,15.19361,106.19336
CHP,CHP0090,CHP0090_NONGTAO,Pakxong,5,7819,456456424.6,11228187.65,32.1,128.2,91.7,32,45,240,15.26883,106.08035
CHP,CHP0094,CHP0094_HOAUYJIET,Bachiangchareunsouk,5,6858,325743187.4,6363858.484,59.5,113.1,87.7,35,60,240,15.317688,106.075475
CHP,CHP0126,CHP0126_THONGKALONG,Pakxong,5,3197,297520867.1,5710637.201,77.8,62.6,85.3,26,30,0,15.2166,106.42
CHP,CHP0127,CHP0127_THONGKATAI,Pakxong,5,6650,443664309.4,5079452.806,37.9,19.9,48.4,5,20,0,15.05597,106.38216
CHP,CHP0134,CHP0134_KENGKOUM,Khong,5,8739,310945224.3,6996199.495,62.8,67.3,116.9,10,20,300,14.02267,105.87671
CHP,CHP0143,CHP0143_KOKPADAEK,Khong,5,3912,228749299.1,6613722.009,150.2,99,211.2,40,90,90,14.2609,105.867716
CHP,CHP0146,CHP0146_LOPPADEE,Khong,6,8478,223716279.9,16993613.03,173.3,274.8,233,30,90,60,14.031078,105.836197
CHP,CHP0184,CHP0184_KM12,Phonthong,5,22339,674667749,5621442.883,23.1,11.9,30.9,12,30,120,15.091561,105.673677
CHP,CHP0193,CHP0193_PHONTHONG_MK,Phonthong,5,18102,489021889.7,6925989.902,62.8,36.3,87,25,60,0,15.100537,105.652674
CHP,CHP0209,CHP0209_NAKEO,Xanasomboun,5,7362,227322412.7,4561882.143,74,50.9,102.6,25,60,120,15.271264,105.722754
CHP,CHP0215,CHP0215_HOUAYGNANG,Xanasomboun,5,8596,214487334.3,5502390.879,41.8,132.9,109.3,35,60,60,15.2307,105.669
CHP,CHP0255,CHP0255_HUAYNA,Champasak,5,2231,196140616.9,4363879.856,56,93.5,93.5,70,180,60,14.87644,105.63364
CHP,CHP0276,CHP0276_OUTHOMMAI,Mounlapamok,5,9834,377751493.9,10076243.91,100.1,52.3,122.9,125,300,0,14.52874,105.82602
CHP,CHP0278,CHP0278_THADUAE,Mounlapamok,5,5508,248650114.9,8791718.424,169.1,148.9,180.2,39,60,0,14.20077,105.77069
CHP,CHP0287,CHP0287_NONGNAGA,Mounlapamok,5,2254,218619228.6,7077809.417,114.7,142.9,219.2,50,90,0,14.36791,105.51209
CHP,CHP0291,CHP0291_THAPHO,Khong,5,17684,188241374.6,4947764.053,103.7,81.9,139.4,50,60,120,14.37578,105.87297
CHP,CHP0296,CHP0296_LARDBOK,Bachiangchareunsouk,5,12060,277842367.9,6524478.86,111,65.6,139.6,66,120,0,15.3641,106.03481
CHP,CHP0297,CHP0297_NONGKANG,Bachiangchareunsouk,5,5885,217054465,9240495.143,137.7,146,150.5,45,120,120,15.29891,105.88062
CHP,CHP0298,CHP0298_NONGSAI,Bachiangchareunsouk,5,3674,260465518.4,4396486.604,63.3,80.4,119.8,40,120,0,15.2396,105.885
CHP,CHP0303,CHP0303_HUAYLEUSE,Bachiangchareunsouk,5,24403,405927337.8,5014454.655,35.1,39.8,68.8,15,30,0,15.06995,105.89291
CHP,CHP0337,CHP0337_KM19_BEERLAO,Bachiangchareunsouk,5,27514,480271031.1,6257733.9,45,62.3,75.4,19,60,240,15.03814,105.90435
CHP,CHP0338,CHP0338_KM24,Pathoumphon,5,27793,528995518.4,12383447.76,73,55.5,87.1,24,60,120,14.98746,105.91474
CHP,CHP0345,CHP0345_NAMPHARK,Pathoumphon,5,9866,281721999.1,6422275.377,71.5,104.7,107.2,35,60,0,15.00055,105.9519
CHP,CHP0346,CHP0346_NONGAEK,Pathoumphon,5,1398,137243115.9,4591355.891,111.4,194.7,290.3,75,180,120,14.88157,106.176459
CHP,CHP0353,CHP0353_SANOT,Pathoumphon,5,2969,261787106.7,4923841.888,71.5,141.7,213.1,65,180,240,14.815025,106.058717
CHP,CHP0421,CHP0421_NAANG,Pathoumphon,5,3402,276041602.2,6905055.996,80.1,163.9,190.5,78,180,180,14.76797,106.16812
HUP,HUP0057,HUP0057_SOPLRAP,Hiem,5,12081,271410678.1,4768573.423,26.3,58.2,69.5,108,180,36,20.03276,103.61058
HUP,HUP0059,HUP0059_HOUAYMOUNG,Koune,5,5352,430647668.2,4068140.861,36.8,34.5,70.1,198,360,30,19.818,104.4586
KHM,KHM0045,KHM0045_PHONPHIM,Thakhek,5,44902,506165917,5506342.131,36.8,13.5,50.1,13,25,30,17.381226,104.84811
KHM,KHM0049,KHM0049_LAMMALATH,Thakhek,5,5547,309915874.2,5918146.819,94.2,27.9,121.4,24,35,10,17.3073153,104.869496
KHM,KHM0050,KHM0050_BORKEUAKALY_FT,Thakhek,5,9278,333260241.2,4484829.481,48.8,51.6,100.3,25,35,480,17.3058,104.868
KHM,KHM0051,KHM0051_KHAIYUAN_FT,Thakhek,5,34799,395928057.8,8762787.376,57.1,56.3,89.9,26,35,0,17.309512,104.866665
KHM,KHM0052,KHM0052_PHONYIA,Thakhek,5,26458,431722778.2,8342605.985,81.9,30.3,105,28,40,20,17.312864,104.905002
KHM,KHM0054,KHM0054_NASAAD,Thakhek,5,48180,722568436.2,7968833.177,37.3,11.6,48.9,37,45,60,17.2977943,104.9522751
KHM,KHM0055,KHM0055_XIENGLEA,Thakhek,5,29912,349003265.5,9096038.954,81.9,66.8,115.2,35,45,40,17.2533,104.946
KHM,KHM0056,KHM0056_NAKANG,Thakhek,5,55808,379879650,12626266.5,106.1,73.6,153.7,38,50,20,17.2129,104.918
KHM,KHM0058,KHM0058_XIENGXON,Thakhek,5,2952,259915063.3,10957446.58,137.3,72.1,172.9,35,45,60,17.3305,104.995
KHM,KHM0065,KHM0065_PHALEAM,Thakhek,5,3121,207592993.1,9497637.195,125.6,108.8,231.5,40,55,30,17.53193,104.85498
KHM,KHM0070,KHM0070_PHONSOUNG,Thakhek,5,47060,334285396.6,7679500.63,49.2,49.7,99,17,25,240,17.471,104.765
KHM,KHM0071,KHM0071_NAMUANG,Thakhek,5,5228,223187207.5,5815366.228,66.7,52.1,113.5,20,30,5,17.4904,104.771324
KHM,KHM0072,KHM0072_NAKAIKHIAKHAM,Thakhek,5,30414,257082542.5,5847477.7,97.6,46.5,134.9,35,45,40,17.5214,104.754
KHM,KHM0079,KHM0079_MUANGSOUM,Thakhek,5,27811,367004728.3,3995292.729,46.1,20.4,54.8,13,25,60,17.33174,104.81289
KHM,KHM0080,KHM0080_THADEUA,Thakhek,5,60900,367658180.6,4681265.252,35.6,29.7,65.1,1,5,30,17.31052,104.81781
KHM,KHM0084,KHM0084_BORKEUADONGTAI,Xaibouathong,6,15679,760309719.7,21231394.4,53.8,48.5,90.6,25,35,480,17.1436,105.47087
KHM,KHM0084,KHM0084_NAKHAMCHOUANG,Xaibouathong,6,3134,10545906.15,0,0,0,0,25,35,480,17.1436,105.47087
KHM,KHM0085,KHM0085_NADINJEE,Thakhek,5,15095,243130852.8,7488717.587,97.9,62.3,134.2,23,35,5,17.22657,104.8243
KHM,KHM0087,KHM0087_NAMPHO,Thakhek,5,1785,601198.1271,0,0,0,0,38,60,360,17.18764,104.86637
KHM,KHM0087,KHM0087_NONSILA,Thakhek,5,2673,149584888.4,5500173.865,147.2,122,246,38,60,360,17.18764,104.86637
KHM,KHM0088,KHM0088_NACHAMPA,Nongbok,5,15000,370577302,5477789.23,130.1,103.9,231.8,50,70,15,17.17566,104.89643
KHM,KHM0089,KHM0089_PAKOUAYNONGBON,Nongbok,5,3321,7285129.898,0,0,0,0,55,75,30,17.164777,104.929505
KHM,KHM0089,KHM0089_PONGKEW,Nongbok,5,7298,100996902.1,5650103.288,166.4,120.9,262.9,55,75,30,17.164777,104.929505
KHM,KHM0090,KHM0090_NAMARKMI,Nongbok,5,2205,19351525.38,0,0,0,0,42,60,40,17.195622,105.496098
KHM,KHM0090,KHM0090_PHONPHENG,Nongbok,5,3197,198613038.8,12319233.09,220.4,178.4,358.6,42,60,40,17.195622,105.496098
KHM,KHM0091,KHM0091_KOUTCHUP,Nongbok,6,13740,329780959.5,21712498.55,116.9,108.9,209.4,30,40,10,17.158344,104.816584
KHM,KHM0092,KHM0092_XIENGWANGTHONG,Nongbok,5,15437,487804136.7,9942518.946,37.2,28.6,60.7,32,42,5,16.978682,104.798813
KHM,KHM0093,KHM0093_DONGKHUANG,Nongbok,5,16590,321999115,8095709.948,73.7,80.5,152.2,35,45,60,17.0988,104.794
KHM,KHM0095,KHM0095_NAKHAMNONGBOK,Nongbok,5,10779,629987796.3,12025358.19,77.3,16.1,86.7,55,70,20,17.10552,104.85952
KHM,KHM0098,KHM0098_PHUK_ETU,Nongbok,5,13076,416718516,5310340.91,61.1,11.5,72.6,52,70,20,17.038481,104.835523
KHM,KHM0102,KHM0102_NAMANPA,Nongbok,5,11089,302262718.8,4312293.464,46.5,15.5,62.1,42,55,60,17.07092,104.78752
KHM,KHM0103,KHM0103_BEUNGSANTHERNG,Nongbok,5,10026,403710961.9,7017180.975,53.8,12.6,66.6,50,70,20,17.0363,104.768
KHM,KHM0104,KHM0104_DONEKHIEW,Nongbok,5,12571,313424287.2,4569396.014,68.8,20.5,89.3,55,70,60,17.021965,104.749458
KHM,KHM0104,KHM0104_KHAMDOKMAI,Nongbok,5,3089,442522.0769,0,0,0,0,55,70,60,17.021965,104.749458
