Prov,Code_Site,Site_name,District,OverallScore,Sub,Revenue,Revenue_Loss,Day_Down_hour,Night_Down_hour,AC_Power_Downtime_hour,Distance_KM,Access_Time_Minute,Backup_time_Minute,Lat,Long
KHM,KHM0107,KHM0107_KOKKONG,Nongbok,5,17775,344218354.4,5292573.769,54.7,17.5,72.2,72,120,20,16.9556,104.761
KHM,KHM0110,KHM0110_BANKANG,Xebangfai,5,9465,7434075.334,0,0,0,0,35,48,360,17.23394,104.994
KHM,KHM0110,KHM0110_NABEUNG,Xebangfai,5,21934,104515359.6,6537552.674,230.2,245.3,442.6,35,48,360,17.23394,104.994
KHM,KHM0111,KHM0111_BANSANG,Xebangfai,5,30491,311090616.1,6518939.334,80,49.6,111.6,42,55,20,17.2305817,104.9695015
KHM,KHM0113,KHM0113_BANSOM,Xebangfai,6,4368,328443021.7,21226007.9,194.4,137.1,292.2,40,55,20,17.48999,105.60738
KHM,KHM0115,KHM0115_DONGMAKBA,Xebangfai,5,22704,95033592.23,4104017.877,165.7,212,262.8,43,60,40,17.1825,105.009
KHM,KHM0116,KHM0116_BANTEUNG,Xebangfai,5,36371,150723663.6,7286078.076,114.3,95.8,193.8,45,60,30,17.572898,105.227871
KHM,KHM0117,KHM0117_BEUNGHUANA,Xebangfai,5,34730,195601109.5,5872434.813,151.8,103.7,242,47,60,10,17.136,104.985
KHM,KHM0119,KHM0119_XEBANGFAITAI,Xebangfai,5,23752,288944471.4,4549355.575,105.3,36.6,132.3,52,68,20,17.08238,104.9831
KHM,KHM0120,KHM0120_NONGBONE,Boualapha,5,4893,137083968.4,10029850.94,142.9,266.7,359.4,55,75,10,17.107064,105.886874
KHM,KHM0123,KHM0123_HADKHAMHIENG,Xebangfai,5,4762,270031279.5,4274714.906,79.9,21.6,101.8,72,120,30,17.0683,104.902
KHM,KHM0127,KHM0127_KHOUNPHUN,Hinboun,5,12760,37513716.5,0,0,0,0,30,45,30,17.594522,104.666093
KHM,KHM0127,KHM0127_POUNGTAI,Hinboun,5,17336,206064798.5,5122059.266,80,26.2,70.3,30,45,30,17.594522,104.666093
KHM,KHM0128,KHM0128_BOUNGBAO,Hinboun,6,7848,40317681.69,0,0,0,0,40,55,40,17.572898,105.227871
KHM,KHM0128,KHM0128_HINBOONMAI,Hinboun,6,10832,457315128.5,19330955.26,76.5,97,155.1,40,55,40,17.572898,105.227871
KHM,KHM0134,KHM0134_POUNGNUEA,Hinboun,5,9437,298079617.9,13795848.24,106.7,66.1,172,80,120,30,17.799884,104.375172
KHM,KHM0135,KHM0135_PHATHOUNG,Hinboun,5,13445,60096050.93,0,0,0,0,87,135,30,17.8392,104.347
KHM,KHM0135,KHM0135_PHONKHOR,Hinboun,5,13334,354521690.5,5066502.136,53.1,38.8,90.6,87,135,30,17.8392,104.347
KHM,KHM0137,KHM0137_BANMENG,Hinboun,5,5161,215433620.6,9204275.599,74.4,79.4,153.7,100,140,40,17.8923,104.282
KHM,KHM0138,KHM0138_NAMDIK,Hinboun,5,3541,191927662.3,8104447.22,92.9,69.5,157.3,30,40,180,17.606632,104.69611
KHM,KHM0139,KHM0139_NONGPHUE,Hinboun,5,16661,91359230,6406156.681,159,191.7,272.6,35,55,0,17.6211,104.657
KHM,KHM0148,KHM0148_HUANAHINBOUN,Hinboun,5,2745,236774888.5,7607328.947,78,118.3,188.3,74,95,0,17.8512,104.657
KHM,KHM0155,KHM0155_KHOUNPHET,Hinboun,5,2066,21149677.75,0,0,0,0,65,80,0,17.7644,104.511
KHM,KHM0155,KHM0155_LAOLUANG,Hinboun,5,38861,140484980,4422687.367,116.1,78,172.1,65,80,0,17.7644,104.511
KHM,KHM0157,KHM0157_PAKTHEUK,Hinboun,5,1604,206885356.3,5954978.062,65.5,90.6,154.2,75,110,180,17.842421,104.495578
KHM,KHM0159,KHM0159_LAOKHA,Hinboun,5,50010,502315695.4,13851070.78,54.1,57.3,107.1,75,110,20,17.90696,104.37109
KHM,KHM0160,KHM0160_NALIENG,Hinboun,5,58491,213124549.4,4686537.416,115.9,54,135.8,95,140,360,17.974007,104.314525
KHM,KHM0177,KHM0177_MUANG,Mahaxai,5,12565,186590311.8,7521122.764,149.8,83.6,207,24,30,0,17.4381,105.139
KHM,KHM0181,KHM0181_BANDANG,Mahaxai,6,4919,360821441.1,19625024.56,81,112.7,159.2,50,65,30,17.45001,105.2361
KHM,KHM0184,KHM0184_KAVANAJAN,Mahaxai,5,16055,362250625.1,4270001.07,37.1,26.2,49.2,35,45,60,18.1998,104.52027
KHM,KHM0186,KHM0186_BANMAI,Thakhek,5,15788,319952079.9,9928203.476,90.1,74.7,129.5,30,45,0,17.4564,104.963
KHM,KHM0186,KHM0186_NAKHARM,Thakhek,5,13508,34752158.89,0,0,0,0,30,45,0,17.4564,104.963
KHM,KHM0187,KHM0187_KHAMPHALEANG,Mahaxai,5,19339,291800170.4,10427419.57,72.1,121.3,144.9,32,50,0,17.28,105.35
KHM,KHM0189,KHM0189_PHONMEUANG,Boualapha,5,2816,162970428.4,5704070.888,168.6,274,424,52,75,0,17.31477,105.61689
KHM,KHM0193,KHM0193_NASAIR,Mahaxai,5,2905,140573807.4,7731287.203,259.2,274.7,502.8,40,60,0,17.30892,105.42852
KHM,KHM0200,KHM0200_KENGCHONE,Xaibouathong,5,3342,206974173.4,7398835.584,113.9,149.3,241.7,10,30,180,17.285,105.23325
KHM,KHM0212,KHM0212_NATAN,Boualapha,5,1675,26782326.21,0,0,0,0,92,150,360,17.572898,105.227871
KHM,KHM0212,KHM0212_SA_ANG,Boualapha,5,2244,286665293.5,10706036.5,176.2,96.8,187.2,92,150,360,17.572898,105.227871
LNT,LNT0003,LNT0003_NALUE,Louang-Namtha,5,23507,466729434.3,5490923.958,52.4,31.7,67.1,15,20,60,20.930725,101.407675
LNT,LNT0009,LNT0009_NAMNGAEN,Louang-Namtha,5,18298,570328421.5,6185715.473,60.3,22.9,52.2,10,25,20,20.97208,101.37896
LNT,LNT0015,LNT0015_PHONEXAISAVANG,Louang-Namtha,5,36370,1040864507,14824561.96,55,13.9,68.5,15,30,0,20.92743,101.40142
LNT,LNT0024,LNT0024_VIENGKHAM,Louang-Namtha,5,30170,923472834.4,4094141.223,18.8,25.3,23.4,5,10,90,20.99912,101.40502
LNT,LNT0039,LNT0039_DK14,Louang-Namtha,5,31797,453062401.8,15282920.18,118,561.9,615.3,60,120,480,21.155889,101.669509
LNT,LNT0055,LNT0055_HARTLOM,Nale,5,4182,245839829.2,4674939.609,86,91.3,168.5,52,150,30,20.59359,101.45125
LNT,LNT0058,LNT0058_MOKPRAD,Nale,5,3524,115559119.3,5175391.221,177.2,302.3,442.6,110,360,90,20.39938,101.33847
LNT,LNT0061,LNT0061_BANMOM,Sing,5,2882,437508486.4,10421546.91,64.1,59.7,100.3,80,190,360,21.34904,101.16814
LNT,LNT0063,LNT0063_CHIENGLAE,Sing,6,16377,781615021.2,33269618.56,164.7,52.9,197.5,65,120,30,21.195095,101.146463
LNT,LNT0065,LNT0065_ERLAR,Sing,5,15576,471412059.1,6218914.537,44.7,25.2,60,90,120,60,21.09919,101.0881
LNT,LNT0066,LNT0066_HUAYLONG,Sing,5,14583,436289872.7,6737044.958,39.3,38.4,77.4,80,120,120,21.27484,101.1644
LNT,LNT0069,LNT0069_NAMDAIY,Sing,5,14157,483484183.2,10998698.82,67.6,58.7,115.1,70,120,30,21.15646,101.10954
LNT,LNT0074,LNT0074_SEELIHUEANG,Sing,5,14210,524624802.1,7860649.489,51.2,43.6,94.7,70,120,30,21.17269,101.133414
LNT,LNT0075,LNT0075_THONGMAI,Sing,5,10168,436942848.5,8853866.472,103.1,58.5,161.6,70,120,45,21.16461,101.12153
LNT,LNT0085,LNT0085_CHOMCHENG,Long,5,7866,344169012.3,4716180.955,73.5,37.5,109.7,110,180,40,20.960962,100.825072
LNT,LNT0086,LNT0086_DAENKANG,Long,5,6979,512902450.1,6139897.432,86.8,32.1,118.8,90,150,60,21.021939,100.958301
LNT,LNT0087,LNT0087_HUAYKOUM,Long,5,3923,321578127.9,9718725.651,122.1,114.2,196.1,150,360,90,20.87435,100.54585
LNT,LNT0092,LNT0092_SOMPANMAI,Long,5,6426,423814711.7,10041526.76,67,74.5,118.2,110,180,360,20.92683,100.72929
LNT,LNT0094,LNT0094_XIENGKOK,Long,6,5095,599561592.2,21398381.64,86.1,120.4,144.9,130,360,120,20.903174,100.642109
LNT,LNT0097,LNT0097_BAN_NALEA_KAO,Nale,5,988,138675287.1,8879912.017,277.6,329.4,555.9,130,360,240,20.437184,101.33021
LNT,LNT0112,LNT0112_HOSPITAL_BROTEN,Louang-Namtha,5,12347,513898776.4,16896787.1,58.2,82,48.3,60,120,120,21.1660476,101.6709118
LPB,LPB0010,LPB0010_DANSAVANG,Louangphrabang,5,17462,457877837,4594282.094,61.7,21.1,78.4,15,40,30,19.88931,102.25489
LPB,LPB0049,LPB0049_PAKPA,Louangphrabang,5,14832,363208866.8,7081916.512,59.5,32.5,88.8,25,40,30,19.96031,102.280086
LPB,LPB0065,LPB0065_PHANOM,Louangphrabang,5,68129,962733053.6,5249159.878,23.2,7.9,31.1,4,15,10,19.8836,102.16035
LPB,LPB0066,LPB0066_PHONEXAI,Louangphrabang,5,45045,646835201.6,4462554.467,34,9,43,7,20,0,19.92938,102.20396
LPB,LPB0073,LPB0073_PHOUSANGKHAM1,Louangphrabang,5,30536,761821030.8,5471016.258,29.6,14.9,39.6,6,20,0,19.9059,102.18013
LPB,LPB0116,LPB0116_BANDANE,Nan,5,36872,498198263.5,5197480.506,18.1,48.1,42.6,50,100,240,19.563272,101.998512
LPB,LPB0139,LPB0139_PHONHOM,Pak-Ou,5,9310,382238437.9,5636604.274,42.2,36.2,77.5,22,35,60,20.015739,102.2845
LPB,LPB0141,LPB0141_THAMTING,Pak-Ou,5,15430,479415168,5649551.656,27.7,37.4,50.9,45,80,180,20.05366,102.21833
LPB,LPB0158,LPB0158_VANGXIENG2,Phonthong,5,2458,526905655.6,5355584.676,39.2,23.2,43.5,95,240,480,20.73311,103.07645
LPB,LPB0161,LPB0161_PHONTHONG,Phonxai,5,1327,323968795,7573884.555,87.1,128.5,139.2,130,350,180,19.93427,102.911987
LPB,LPB0162,LPB0162_SOBCHIA,Phonxai,5,3347,257177978.2,4460306.095,94.7,75.5,148.5,80,240,60,19.96418,102.61577
LPB,LPB0169,LPB0169_PHOUVIENGNOI,Phoukhoun,5,12252,331855605.8,4284393.159,64.8,42.4,103.3,33,90,20,19.485264,102.60144
LPB,LPB0176,LPB0176_PHOUSANAM,Viengkham,5,5996,278467599.4,5617798.411,114.9,73.9,171.6,130,360,0,20.26224,102.84504
LPB,LPB0185,LPB0185_SILALEK,Xiang-Ngeun,5,31357,339270690.3,5466515.727,37.8,67.2,94.7,21,50,10,19.61892,102.05421
LPB,LPB0195,LPB0195_QKAJAM,Xiang-Ngeun,5,14075,261466968,6225948.085,21.9,79.2,81,50,120,60,19.5531,102.239
PSL,PSL0004,PSL0004_OU7,Phongsali,5,991,171005997.7,11514373.27,234.7,208,212.4,123,300,0,22.07291,102.26033
PSL,PSL0006,PSL0006_PHONKEO,Phongsali,5,8958,521880157.6,9902792.953,29.7,80.4,54.3,2,30,0,21.6784,102.0946
PSL,PSL0008,PSL0008_GAIYTAI,Phongsali,5,1725,432036550.5,8943041.957,75,78.1,46.3,56,150,120,21.85056,102.02894
PSL,PSL0010,PSL0010_HONGVAKAN,Phongsali,5,7453,560433081.9,8270522.025,38.1,58.4,67.4,2,30,20,21.68477,102.10595
PSL,PSL0015,PSL0015_KM55,Boun-Nua,5,8334,420810386.1,11709465.07,92.4,84.5,99.6,22,90,0,21.5056,101.848
PSL,PSL0026,PSL0026_PHIENGXAY,Boun-Nua,5,7268,456179885,4886196.772,45.9,77,69.4,12,60,180,21.692942,101.86525
PSL,PSL0027,PSL0027_BANLA,Gnot-Ou,6,5245,393474087.9,19953394.82,136.2,145.3,139.4,10,40,0,22.123861,101.736982
PSL,PSL0032,PSL0032_OUNEUA,Gnot-Ou,5,4317,345695535.6,10944652.75,72.4,117.2,60.1,24,40,150,22.30222,101.79462
PSL,PSL0034,PSL0034_PHOUTAXAN,Gnot-Ou,5,7329,267329385,8233044.484,113.5,113.3,122.4,15,60,0,22.090598,101.842534
PSL,PSL0036,PSL0036_SOMHEUANG,Gnot-Ou,5,3962,369830274,20700178.04,113,161.3,156.5,32,60,300,21.29589,102.24789
PSL,PSL0039,PSL0039_CHAKHAMDENG,Boun-Tai,5,989,219673117.1,14050632.39,322.3,349,479.3,43,180,0,21.340445,101.783282
PSL,PSL0042,PSL0042_MORJI_HUAYSAN,Boun-Tai,5,2625,160305284.4,5014519.507,102.3,210,224,19,60,60,21.30358,101.98354
PSL,PSL0046,PSL0046_SANE_IN,Boun-Tai,5,10101,342737344.4,4403376.339,44.5,60.9,41.3,3,30,30,21.38868,101.98082
PSL,PSL0047,PSL0047_XINGXAY,Boun-Nua,5,10693,335368194.3,6045919.711,74.6,80.5,84.5,9,30,30,21.41948,101.93721
PSL,PSL0058,PSL0058_PANGHOUK,Mai,5,3139,382151576.5,7898923.039,92,45.4,84.1,70,180,0,21.21863,102.86948
SLV,SLV0027,SLV0027_NONGKAIR,Laongam,5,4355,639724007.7,6443445.958,52.7,36.5,65.9,60,4270,60,15.48238,106.07206
SLV,SLV0030,SLV0030_ONNOY,Laongam,5,5734,443394862.3,4890872.911,48.1,35.8,73.1,60,3050,45,15.38335,106.14377
SVN,SVN0028,SVN0028_KM4_STADIUM,Kaisone,5,39206,584619399.9,6162204.057,64.5,32.9,74.8,5,15,180,16.58636,104.76588
SVN,SVN0131,SVN0131_KEANGHINKEO,SONGKHON,5,4406,204842234.7,11479580.64,161.1,274.2,111.2,9.4,20,0,16.157141,105.184128
SVN,SVN0139,SVN0139_NADOU,Songkhon,5,7426,357349887,13031319.1,157.3,90.6,62.5,11,23,150,16.203678,105.113968
SVN,SVN0146,SVN0146_NAYOUNG,Songkhon,5,3886,392468307.7,6989988.305,86.6,24.1,106.2,21,30,0,16.127558,105.089466
SVN,SVN0147,SVN0147_NONGBUATHA,Songkhon,5,3244,295691280.1,6815051.339,92.3,96.1,100.4,22,30,20,16.094887,105.121158
SVN,SVN0170,SVN0170_DONGNOI,Outhoumphon,6,13042,492626457.2,22300880.47,121.4,80.8,150,52,60,0,16.6061,105.09665
SVN,SVN0182,SVN0182_LAMCHAN,Champhon,5,10295,418632874.5,9514264.668,85,72.3,139,86,154,80,16.547436,105.277748
SVN,SVN0184,SVN0184_NAKATHANG,Champhon,5,8859,295681024.8,4238121.813,69.8,46.1,110,62,80,80,16.432668,105.252811
SVN,SVN0203,SVN0203_SAPHANGKEO,Atsaphangthong,5,26743,514600270.8,3992053.295,45.2,12.6,56.4,61,60,0,16.704524,105.216853
SVN,SVN0207,SVN0207_KUTSUNG,Atsaphon,5,6183,604522061.9,6052000.821,34.2,33.7,67.7,100,115,20,16.9044,105.30723
SVN,SVN0208,SVN0208_NAHANGNOI,Atsaphon,5,7135,376122611.3,6430392.529,87.8,29.8,87,99,106,0,16.87182,105.369133
SVN,SVN0217,SVN0217_M_NONG,Nong,5,1616,206489225.7,5068256.182,126.6,73.8,157.3,78,100,60,16.3749,106.497
SVN,SVN0223,SVN0223_KAENGPHAM,Phalanxai,5,2650,344271730.3,4542549.383,66.6,11.2,76.3,102,154,0,16.525536,105.534632
SVN,SVN0226,SVN0226_PHALANTAI,Phalanxai,5,12026,241389008.5,7283306.851,123.9,104,102.8,100,150,60,16.659995,105.560546
SVN,SVN0232,SVN0232_KHAMSA_E,Phin,5,2465,131912748.6,4363061.231,204.2,108.2,279.2,57,77,0,16.6412,105.923
SVN,SVN0236,SVN0236_NAPHILANG,Vilabouri,5,11194,132313862.4,10871838.88,276.1,202.1,369.1,59,79,150,16.84397,105.88192
SVN,SVN0238,SVN0238_NATHALANG,Phin,5,9220,381052802.2,5253840.344,73.8,9.1,77.8,30,45,40,16.550452,106.055409
SVN,SVN0239,SVN0239_NATHONG,Phin,5,10806,198700133.6,4093491.571,167.4,77.2,165.6,61,80,210,16.57982,105.80246
SVN,SVN0245,SVN0245_XETHAMUAK,Phin,6,11120,687768242.5,19563667.95,37,158.6,29.9,50,70,30,16.569952,105.919091
SVN,SVN0247,SVN0247_NAHINDARN,Thapangthong,5,3517,380633127.3,13237830.5,59.8,214.9,91,83,130,30,15.984441,105.810913
SVN,SVN0254,SVN0254_KEANGKAN,Xepon,5,4664,396757101.1,4157775.205,54.4,54.3,83.1,11,23,360,16.751599,106.132004
SVN,SVN0255,SVN0255_LARDHOR,xepon,5,812,76320446.32,4394126.543,485.4,277.8,576.6,28,45,0,16.809763,106.210304
SVN,SVN0256,SVN0256_MEUANGWANG,Vilabouri,6,3945,532695981.9,24703815.11,157.6,75.4,212.6,79,120,0,17.023769,105.706726
SVN,SVN0261,SVN0261_PAPHAKNAO,Vilabouri,5,2670,257910932.5,12787562.77,252.8,115.6,340.9,69,70,0,17.033754,105.651306
SVN,SVN0264,SVN0264_THARDNANGLAO,Vilabouri,5,3329,145063181.4,4265380.969,277.9,107.6,313.3,85,130,0,17.083925,105.748833
SVN,SVN0265,SVN0265_VILABOULY,Vilabouri,6,4877,497193969.5,16551434.32,125.3,58.5,176.1,48,50,40,16.98311,105.92534
SVN,SVN0266,SVN0266_BANVERN,Xaibouri,6,7185,663023436.1,27459827.68,40.1,112.6,80.5,72,110,150,17.039686,104.894638
SVN,SVN0268,SVN0268_DONGPHAO,Xaibouri,5,9925,302117626.9,5401767.618,107.6,44,143.2,70,108,10,16.98342,104.85934
SVN,SVN0269,SVN0269_HARDXAYSOUNG,Xaibouri,5,8909,340755991.4,6225355.807,110.9,75.7,176.1,76,80,0,17.079192,104.843377
SVN,SVN0273,SVN0273_KANGPA,Xaibouri,5,10181,324468382.8,7974195.86,72.8,83.7,130.1,80,120,0,17.03881,104.843629
SVN,SVN0277,SVN0277_NAHEUANG,Xaibouri,5,12776,292431407.8,4350685.202,64.9,58.3,108.1,78,110,0,16.990774,105.060265
SVN,SVN0284,SVN0284_XAIBOULY,Xaibouri,5,46142,443075720.1,6454956.42,55.5,52.9,106.8,61,60,0,16.98674,104.92558
SVN,SVN0286,SVN0286_YANGKHAM,Xaibouri,5,11956,399150685.3,4297804.996,47.6,44.9,89.1,64,60,210,16.9569,104.882
SVN,SVN0293,SVN0293_MUANGKHAI,Xaiphouthong,5,10929,698920213.8,6814744.813,38.1,9.6,45.5,41,50,0,16.390909,104.999733
SVN,SVN0294,SVN0294_NAMAKKUEA,Xaiphouthong,5,11019,350469686.3,5389370.512,48.8,45.7,91.1,40,43,0,16.34796,105.01286
SVN,SVN0308,SVN0308_NAMPA,Vilabouri,5,3310,201623196.4,5763478.126,190.8,112.2,295.2,53,72,0,16.925517,106.084603
SVN,SVN0310,SVN0310_PHOUTAKOY,Xepon,5,6501,228142408.5,6646759.479,172.7,346.5,210.3,36,30,0,16.6135,106.503
SVN,SVN0316,SVN0316_BUENGXANG,Xonbouri,5,6708,383292171,4635862.946,52.7,23.9,66.1,78,110,0,16.388365,105.381912
UDX,UDX0002,UDX0002_BANKM7,Xai,6,29688,764408091.6,19628370.4,56.8,88,142.5,7,15,30,20.73146,101.9523
UDX,UDX0025,UDX0025_HUANAMBARK,Xai,5,2757,578298340.9,16090997.95,54.2,133.5,42.9,35,50,180,20.67663,102.17276
UDX,UDX0033,UDX0033_LONGYA,Xai,5,6982,306055090.1,5476164.298,129.5,11.1,125.9,28,40,180,20.78766,102.12328
UDX,UDX0037,UDX0037_NACHANG,Xai,6,23697,432757447.3,32532811.45,196.2,52.9,245.3,22,60,30,20.83187,101.97193
UDX,UDX0050,UDX0050_PUNGVIN,Xai,5,20868,302880356.1,5376177.149,71.9,39.6,105.6,37,50,30,20.57093,102.15724
UDX,UDX0061,UDX0061_NALAI,Beng,5,16507,485747210.4,4635954.16,60.2,4.6,60.9,30,60,200,20.341363,101.678452
UDX,UDX0071,UDX0071_BANNA,Houn,5,8466,664213770.5,7444768.055,32.9,16.3,45.1,15,20,120,20.174578,101.44408
UDX,UDX0073,UDX0073_CHANTAI,Houn,5,17607,778499000.6,5469217.477,32.7,11,27.4,7,15,120,20.11163,101.41631
UDX,UDX0082,UDX0082_NAXIENGDEE,Houn,5,2942,518577716.1,5610904.973,34,27,50.6,28,40,180,19.99576,101.52504
UDX,UDX0085,UDX0085_PHONSAVANG,Houn,5,9411,504961880,4133253.053,22.9,27.9,48,33,30,420,20.01022,101.30994
UDX,UDX0090,UDX0090_DK20,Namo,5,26652,421995764.7,6726903.623,64.6,38,100.7,50,80,60,20.878445,101.789669
UDX,UDX0093,UDX0093_KHUANG,Namo,5,6007,1052305018,5020032.63,18.7,15.3,22.2,80,150,180,21.059982,101.810104
UDX,UDX0099,UDX0099_PANGTHONG,Namo,6,27459,786619563.2,40782675.81,161.9,40.2,180.1,75,110,120,20.97888,101.67632
UDX,UDX0101,UDX0101_PHOUOUM,Namo,5,2689,227235678.9,4141992.787,188.2,97.1,141.1,72,120,480,20.787685,101.640503
UDX,UDX0102,UDX0102_TAO,Namo,5,1922,367685119.3,17828349.94,169.6,403.8,61.3,90,480,480,20.690296,101.543274
UDX,UDX0125,UDX0125_GOLDMINING_CAMP950,Pakbeng,5,4378,623336164.3,10764323.98,88.2,62.3,145,80,130,30,19.9259,100.989
UDX,UDX0127,UDX0127_MOKCARE,Pakbeng,5,4459,275577093.5,6236774.398,97,70.1,151.8,70,100,120,20.017661,101.110092
UDX,UDX0131,UDX0131_XAYXANA,Pakbeng,5,10933,654943734.3,9319354.926,34.4,29.5,59.8,30,50,60,19.97233,101.26926
